id,name,weekly-hour,max-quota,priority,branches
267f81cc-6f4b-4933-a245-657e7fb91175,GİT 415,2,55,10,
d068f938-25b9-4d66-9401-cff9c846a324,MAK 441,4,30,14,
1f859c25-6eae-474b-b81a-c9f363aeb03c,ULU 527,3,15,4,
68c89f6a-0227-4341-a154-b10268f176c9,PSİ 463,0,5,15,
bce9e79f-5ac9-4ab7-acca-693c5c84523c,SUİ 690,3,10,17,
cac47285-14b2-4bf5-95f9-62351af98699,İDE 201,4,25,4,
bd6dc807-4425-44bf-9cf1-8c4a4dcad477,MIS 542,4,15,4,
dcf204b5-a701-4adf-8850-6b37daf945e4,BİL 106,4,30,4,
f779399e-6fba-4d09-8078-1597ab82d7fd,ITA 003,4,50,28,
01a98439-bfa3-4e53-8be2-7389c09135b7,GRT 405,2,50,7,
e03ed236-9a12-4cc7-924f-aaebab026383,SB 401,4,10,3,
e88f990a-0234-4bff-be3e-213f3948791e,MAK 104,4,55,5,
0b8fae36-dbe1-4916-905d-1cb7890cc57b,HUK 201,4,200,5,
c5a29ef4-2457-42e0-8647-dba1b00dd8f1,TAR 441,1,15,9,
6d5b3dfe-4011-4496-bb9a-0b102f5dad56,KİM 101,4,130,2,
fa190a28-7ee2-40a8-bb2e-bbd2d3c65aa2,BİL 517,4,20,23,
be465079-5336-462a-a1d0-4840d037ba1b,PSİ 430,1,50,9,
e7266dad-f734-4143-a965-b9b21dd12e0f,PSİ 419,4,40,8,
c5c62d9e-5818-48e6-acdf-21c9b0c26f64,END 418,4,140,4,
c07670d9-1dc3-4ca3-9f13-570f73f6d533,SUİ 344,4,30,10,
47a37223-f0b5-4b63-8b48-4dd076b55115,GİT 313,3,25,9,
e1dbd8d6-2337-4142-9aea-98d01b1814de,İKT 437,4,40,8,
8f9b09a2-9216-4ae2-9efd-29457cdd804c,İSP 003Y,4,25,28,
513223cb-aa06-4428-8842-86be60f94a07,GİT 203,2,50,6,
6d4abc71-d3b3-47f6-b74a-70ddbb2ec434,ALM 001Y,4,75,26,
b9d63dcd-1fed-419b-9bea-c0ac6f89b943,BMM 491,4,65,7,
685f2e21-e6cc-4811-91ce-acb4289e3e65,İSP 002,4,180,27,
f6d4038f-d9f5-43d6-9455-e30c95582482,TAR 413,1,30,7,
0c2eba97-b915-46d0-a594-2656927c96fd,MAK 410,4,65,12,
e11d7968-38d0-4e4e-8e0f-0ade24a9d812,BMM 205,4,70,3,
cd3e2b93-c730-4e6a-90f6-1c5608a86a9a,SUİ 251,4,75,6,
e9e8758b-37cd-4321-91f6-4c1ed9968f4e,SUİ 416,4,30,11,
91f640aa-e90a-4433-9a14-345a1aa7c6e6,ALM 002,4,250,27,
38ba563b-06f3-489e-b202-e9d31de7d01b,HUK 205,4,200,6,
d6e775f1-7007-4349-a7e1-e19dbc166246,İDE 217,4,35,3,
ecfd2cd1-1640-4782-9484-6063cca2d73d,PSİ 447,2,35,10,
b65a74e5-ce08-47d5-af24-6df8959911a4,İSP 002Y,4,65,27,
1092c7bd-6217-43eb-802d-df833d4d26e9,MAK 312,4,80,10,
1285bce9-bf33-4499-9fe5-8d4817efbf30,MAK 310,4,80,8,
e3d60df4-0bf3-4183-9fe3-78da2e4517a5,BMM 411,4,35,6,
17b8b437-68fb-48f1-b32c-7677370c5e3f,BMM 205L,2,50,4,
f93bd422-9d5a-42a3-86b4-8e853a40320f,SUİ 207,4,75,7,
c7db5741-c64e-48f4-b6f8-2654900354d2,HUK 405,5,100,15,
159de4c8-df59-4489-a5e7-8e62d1a5e9ed,FİZ 102,4,300,1,
24e97fac-4ea2-4d68-9f8f-c6d4ef1bb49e,İNG 004,3,350,2,
29de5101-cbbd-41cc-912f-2ce9b4f421d4,HUK 103,5,150,3,
b2886b4d-8a51-42c3-aec0-c769b42cb22e,GİT 217,2,55,5,
de9e0ac6-d654-494b-a95f-1794b1a1d824,HUK 331,3,40,12,
ce49c59b-cb1b-4359-913c-8e7bbb823a13,MAT 102,6,350,1,
f2602f9b-1138-4682-a10d-81541000aa7f,İKT 532,4,15,11,
2fef9bac-2058-4441-b089-8d48ae38b75d,HUK 203,4,180,7,
695998bd-78cf-4239-a56b-85414340a2b3,HUK 109,3,45,4,
04e57b48-c9cb-47f7-8e92-c8b00624b55a,HUK 411,2,100,18,
2c0b52a7-d8a7-492b-8293-c6506025f0ba,HUK 407,4,110,16,
183e9143-9559-4c55-9980-2f78a348aa1d,İKT 581,4,20,12,
1eca6128-f02d-4c74-8db6-4653274bf855,İKT 352,4,30,6,
ccbe5333-2502-400d-9192-77ead56166da,MAT 104,2,120,2,
1a61b3ed-ab4a-481b-a72e-4aa711ac2c18,BMM 581,4,30,8,
256e23c1-f1be-4bc4-8e36-98baef72072b,MAT 562,1,20,3,
faf9b5f3-a952-4fce-8c2e-81664e115c58,PSİ 461,0,10,14,
40198caf-c4fe-49fc-bc4a-d1df3ced7b65,HUK 357,2,35,13,
fc5d5ba7-8711-4343-8904-6f25ba4a650b,PSİ 260,2,55,5,
e059d060-bd0d-428c-b961-6251db3e7a73,ELE 361,4,50,9,
2d51f350-6e41-42cb-b1b2-794d57fb9a33,MAK 217,4,90,7,
b31dd9c0-d25b-4824-931b-14451aaa5008,HUK 217,3,160,10,
67470553-8028-4738-b78d-7e6bea8faa9b,TAR 245B,2,10,4,
71b83efa-c117-456a-897c-76c07e97f94b,TAR 223B,1,30,5,
2341ea29-70fc-49bc-8f3f-f73f9f4ecea9,BMM 543,4,15,9,
d983e862-fe92-44bb-ac7a-dad026538de0,İDE 327,4,35,6,
ed6a3d83-66a3-4c9f-bea3-acccd03634a6,ELE 488,4,30,13,
ad810b97-e100-4d27-b369-5a91875854fb,MAT 203,2,150,2,
59fe563b-54dd-4724-8827-d6024010ea49,END 471,4,130,6,
b4b10bf4-9fe8-4044-bf87-af159b235743,MAT 201,2,360,2,
30a6ba5f-eca7-499b-b4c4-0ee5967fe7ce,MAK 490,4,100,11,
f13af760-a99f-493c-afc5-0f4aac3c4292,ELE 371,4,70,8,
fed323d4-7a90-4c91-830f-36bbf8b00c52,ELE 273,4,125,6,
f7339d75-6da8-4d4b-a78e-2680e18e58a1,İDE 428,4,10,9,
4f2a28e0-6be0-4f5c-ae86-e78163230f82,ELE 201L,3,180,4,
234b1ac5-96c9-46d2-b2a6-b1d86a0cde71,İDE 200A,3,15,5,
5a5abbb1-afa1-40f4-85cf-0339df95955e,ELE 452,4,55,10,
5cd1e828-455e-46ba-81f8-76da904efb72,ELE 495,2,55,12,
b2c5299f-7a27-441e-a8b7-25e1b46c2375,END 409,4,120,5,
4c767221-8b77-467a-94ea-5a98fdffaf79,İDE 310,4,30,7,
1fc79381-3197-4d34-9127-1a956e5408e6,PSİ 473,2,15,13,
fa647d84-26a5-49d5-af0a-d4dc4b2bb267,SUİ 424,4,40,13,
6d69fe1b-23dd-4d2e-8170-631bcec7bd90,MIS 521,3,10,3,
b322437b-0795-4f56-b8b8-42c29123e10b,İDE 316,4,20,8,
11354a69-2917-4991-bcf3-51f6c794742c,PSİ 327,2,50,6,
ca2af239-b16c-45b8-8cb3-f8bd1d222312,RUS 002,4,50,27,
07eea263-c4e5-4cc3-be94-905bf675a089,SUİ 611,3,10,16,
28c7e235-a7ca-43cc-8a5a-d9c13d9e08ce,SUİ 235,4,70,5,
1635c3d6-e9a1-4519-b39d-e6bc2bdc1a8b,PSİ 465,2,15,11,
65bb1178-eb33-433d-87d7-ce0f6b557045,PSİ 203,3,75,3,
6d78063d-b05b-4048-aa96-cf0bd298e372,ELE 519,4,35,14,
d3b7f1c4-da86-45b0-aeef-e85e409ab433,JAP 002,4,30,27,
e1f75aef-fdb5-4030-90c6-1b71f0ff18d7,ARP 002,4,25,27,
4a8504a4-4dbb-425d-8218-975f3690bf27,SUİ 441,4,30,15,
54a72700-1de1-4c11-b9e9-cc261a987380,SUİ 425,4,30,14,
6dc8dc58-b0c1-4c90-9c9c-d084f015baed,ELE 201,2,200,3,
5711e043-f4d1-4cb1-96c6-e595674c91ab,SUİ 412,4,20,12,
602e1d9f-ec8b-47dd-8313-2407a4a9c63c,SUİ 358,4,45,9,
865cfb7b-1929-4285-bf85-6d59e1b2b76f,ARP 004,4,10,29,
94a5678a-32a4-4f28-a0d4-c704adc7ada1,FRA 004,4,25,29,
cdd9a579-73da-4314-b6ec-0f905386bee5,İSP 004Y,4,30,29,
d31655ec-7f15-4531-beea-939f50de7e72,ALM 004,4,90,29,
c3512816-8743-411f-bf3c-cfc2697f98aa,MAK 541,4,25,17,
f0de3c34-8922-4d62-a857-222694e6ac50,MAK 112,6,65,3,
ca90c512-f550-45cc-8974-f21d10c5f034,MİM 401,10,45,13,
d95d4c52-47d1-4f19-a87f-6f8f12d72104,İÇT 319,3,45,10,
d75a6188-c07c-4307-ba04-63c5ffcbb8b8,MİM 417,2,30,19,
d7f93996-bd71-4c8e-ba2f-8f2ed9324961,TAR 233E,2,15,3,
496a7617-0fba-473d-89de-91eff01c8bb0,MBN 450,3,55,11,
1e2c7889-884d-463e-9803-d44d1c319e22,HUK 503,3,20,21,
03574db0-8bc1-47e9-90b9-bcfcf580b1f1,İÇT 332,9,10,8,
5941b47b-e103-45d5-ae07-acf8f62f7fc1,MAK 552,4,30,18,
f23344bc-386a-418a-b580-2e4de3bb7840,İDE 401,1,30,10,
5d9b3a71-d6e1-466a-989b-459d3b42b861,MAK 488,4,60,13,
d7700c54-e690-46a6-a560-6dddb3918e1d,TSR 515,2,10,3,
cb534203-298b-4ca1-b7b5-246da0aeb5bd,MNT 502,2,20,4,
16520a14-0705-4bec-b61b-e14f1081c84b,İÇT 441,9,35,11,
e1763ae7-b86e-4db7-8aff-4ed448a3a1d9,TDE 243,2,30,5,
c92205f3-723e-49fc-92b7-06509a74565f,İŞL 483,3,15,14,
dff90bc8-082e-4c69-b7d3-efac3c25212d,GRT 421,4,50,5,
2b5a7e8f-4cbc-49d4-b353-1d4a0a8139bd,END 071,4,10,7,
3ba95381-013d-475d-8bbe-e9ea60244c93,MİM 201,10,65,3,
ff477896-1eb6-4901-822f-594e678454ac,STY 201,2,55,3,
d4934fec-e014-44eb-ac11-35c3df141193,EÜT 319,3,50,7,
2aba8129-74c2-4746-9b2d-f574b729403c,İÇT 227,3,110,4,
3426ac91-9d3d-4c93-ad14-89b6d4910124,İÇT 442,9,20,12,
bb560a95-b062-42e4-b4dc-bafc2ca31e2c,MİM 224,3,25,9,
242b3402-d7cb-4244-93f7-5e43e8f5bc6c,GRT 321,2,15,3,
deeca53a-758e-426f-8b69-8cc48b3a0740,MİM 406,3,5,17,
c56dd5d9-22e8-437e-846e-30aa68a39db9,MBN 201L,1,50,7,
4a33ff3b-f25d-4bf3-8394-f07ff357067f,HUK 541,3,20,20,
c19c84fb-2bb9-4997-be50-b9b843d11274,MİM 205,3,65,7,
d1e33536-df58-4936-909e-be5f069f63c1,MNT 539,4,15,3,
eafaa8ae-48fc-4e0a-adb5-bfab55a35a80,TDE 415,2,25,7,
b8ebfc10-1906-488e-9de4-684b2d28fd56,BİL 141,6,260,3,
d8df361b-4444-4b4d-ab55-92113acef3c8,MBN 320,2,70,9,
df7c011a-f360-47fa-af9e-715dc8bec97a,MİM 301,10,10,10,
bedf005e-2ff9-4e4c-9668-37c53b994e5b,İŞL 537,3,30,16,
f57af05a-6ac9-4450-bf22-1b8bc6d9e009,SBG 516,4,30,4,
992a593d-342e-4e88-ad08-d62e2f50f55c,İKT 435,4,35,9,
cd025d99-b11f-495d-937e-5943769cb6fb,GİT 205,2,60,4,
75644b52-6798-4e57-ae48-77c463a2a467,MİM 226,3,30,8,
65b5c7ec-8555-4367-a20c-2ea9adc99b0f,İÇT 225,3,80,7,
e8f485ee-3c3e-4b60-91be-3f1697e409da,GİT 318,2,60,8,
a889656e-6a6f-42c8-9ecb-1f90aac88345,GRT 407,3,55,6,
43a15e3e-2f36-49f5-9083-3b556b162909,MİM 504,6,15,22,
d1b05fad-5b78-4815-bcb1-3db035703f9e,İŞL 255,4,110,4,
ca123865-0818-4afc-8398-771633225a9d,BİL 132,4,70,5,
340dc1c3-af42-40dd-80b4-53c1cf9f65f7,MİM 404,0,10,21,
b6005d54-3023-4edb-9213-5fbe0f503236,İÇT 331,9,10,9,
eac815af-24ff-402b-8812-095769df00fb,EÜT 421A,12,35,11,
d9e78738-37a4-4c3c-ae9d-c9511c2aeca1,İŞL 312,4,30,6,
253bdf89-65b0-4404-a502-8e258acb8fcb,EÜT 405,3,40,12,
04213c1d-a3aa-4697-8d5f-df0e3d7ba7c1,MİM 403,3,50,16,
f7acb570-7adb-4078-a371-cbc5de4d6395,MBN 203,4,75,5,
4e97d22f-d6af-44d7-b8da-2e29d1be1e4a,MİM 408,2,10,20,
dce61dbc-e6a2-4cc6-a68a-6d563362742e,İŞL 566,3,20,17,
200a8ad5-bcef-445d-8121-f155c6dd4b25,TDE 223,2,30,4,
f7e64c14-8412-40ba-89e4-3fc767ae7537,MBN 201,2,85,4,
54c0f6b0-ebbc-4cd1-b20c-08ccdf3c99bf,MİM 330,3,20,12,
53674982-9432-421a-8f06-bccb2435b2d6,EÜT 340,3,20,9,
b7be8a91-d4e2-43b1-ac6e-13f3d233fb6b,TSD 113,4,45,3,
3c395c34-dfa9-4774-ba2e-045228530308,END 540,4,30,10,
67fda7dd-2743-434d-94db-1ded4634c205,EÜT 221A,10,35,4,
b715e0d0-22eb-4093-94ea-d7baf8ef4de4,EÜT 249,3,50,6,
b7b5564e-37f9-45a0-94ab-68019a38605a,MİM 405,3,55,15,
b01c5ae9-85bf-43f5-9739-0a980941f9fc,TSD 130,2,25,4,
25525a1d-4d53-4f93-8331-b07833747a30,TDE 525,3,10,11,
2b6f4962-f8cf-43a2-be98-c90980d3113f,GİT 222,2,15,7,
3f3a99e1-b8d2-4806-892b-0ed8d1d0696b,MBN 208,2,100,3,
410ba962-60ec-4e83-8dcf-a2000777dec8,TDE 423,2,30,8,
6d0baf0b-acd3-4b2c-aa46-99a10517282f,GİT 221,3,45,3,
cac01d7b-618b-44e2-a338-4670ab192c5f,BİL 211,4,130,9,
6baf47a7-2788-403b-b409-cd74fc01488c,MBN 202,4,25,6,
fbd159c4-4c3b-4fb9-8494-18ae70cf061f,İŞL 570,3,10,18,
4bafec89-aee9-4764-8801-64e31ed7f740,TDE 211,0,30,3,
02f20534-8cd9-4ba5-bdd9-c49c19ba7f01,İŞL 419,4,110,7,
3689db3f-8d59-4eaf-aa7f-e3ec12e86843,İŞL 464,4,160,9,
3ed0007d-cda8-465d-a7ef-ea70b0ebb469,İŞL 212,3,200,3,
45294875-cf2f-457f-9284-a7eb6f356a5b,İŞL 461,4,45,11,
65c69b83-1091-4add-af82-031416119067,TDE 413,2,20,9,
6d10478f-27e0-4fad-a1ad-a27b36e66073,MBN 403,4,60,10,
ce9797da-6b60-4b98-8665-cdbde41cd655,UGİ 494R,4,25,10,
679566cc-62b0-4ba6-a6c5-5bf6d8bc9c58,END 009,4,5,8,
aae0cec7-1b30-4de4-8697-976496d1eb14,SBG 517,4,20,6,
b444b33d-431e-403d-9ca2-8f1005106d7b,SBG 512,4,20,5,
b90795b0-8478-4920-81a1-880e08a8035c,BİL 372,6,60,11,
dd747ec4-ca3a-4983-a3b8-88286bb7775c,BİL 062,2,15,20,
e6a18dcb-5f5b-4f06-8649-beb1c9d8acd9,BİL 013,2,10,19,
17ff5bbb-b243-4f01-87fd-da629aa8269e,BİL 461,4,55,14,
1ea55b7c-d1a0-4da1-8830-68189e6ac3bd,BİL 452,4,55,15,
f14a24f6-f360-4bb9-9080-ad26fe032442,ALM 003Y,4,35,28,
c820ada1-a5d7-4bc1-bed8-6b34d7aee52a,UGİ 312,4,30,1,
177595b5-63e8-4247-8e40-3fab6ae24368,BİL 495,2,60,16,
e59a5b54-f2b4-443b-9a14-90de7e0c34a7,OEG 101,0,450,2,
23d357e8-68e5-4da6-8606-71123f3a6fea,BİL 470,4,80,12,
701dcf1c-b0cb-4b02-98b1-3baa971c41bc,BİL 031,4,10,21,
ff80d085-8eed-4927-9644-91c6c5982719,BİL 051,4,5,22,
e5c0481d-26a3-47d9-b150-508cac0f3a06,RUS 001Y,4,10,26,
e7b34b98-bb18-4432-83f1-7392ffb86601,ALM 002Y,4,75,27,
fa63eb19-6f0c-443b-a5d1-d732c8c26bc9,BİL 264L,2,350,6,
26c07255-f8bb-46d4-8337-06306715c71c,BİL 113,4,80,3,
5de2ccfb-2004-4eb4-8b1d-9536a4840d43,BİL 133,4,160,4,
aa416896-ae82-45e6-b8f8-2b0858610d84,BİL 142,6,90,6,
adb96ae4-a161-4ddb-a654-e8d373bf641a,İNG 002,3,150,2,
2a07a3ff-6ccd-4840-bdea-c11da0749424,İSP 003,4,180,28,
4c2f461b-d1d8-4e7b-97ef-46afd0c0b7b5,RUS 003,4,40,28,
2a93c4a1-285e-459f-a38a-f38902c5946c,BİL 212,4,80,9,
a2d0b834-8318-4716-8a53-dca494abf416,HUK 215,3,200,8,
09eed0ac-1521-466e-a979-e431a3e5e1e1,MİM 202,10,10,4,
967ba3f3-a0f2-4b2c-b11d-4f81e987d6e6,İNG 001,3,190,2,
4155fa58-9845-4dbf-bad5-ac982dd6a713,ELE 582,4,40,16,
277e6adf-2531-4aa7-ba1c-d305c06cdb80,YAP 191,4,80,3,
83e438ae-2fc0-4ad3-8ead-47bd9729d354,MİM 402,10,5,14,
8358fc0f-8c04-4f11-b191-99d3f848f716,PSİ 462,2,10,12,
2d0f9391-0c63-47ad-92dd-0938475de739,MBN 308,4,75,8,
30dda5bb-6b52-4fb8-b02d-01db011c0471,GRT 422,2,10,8,
335f5836-e322-4fbf-a203-f728a7f19d29,İÇT 223,3,100,6,
834fe19a-a1f2-44ef-9115-585a9a768910,HUK 576,3,10,22,
73496a68-e90b-41d4-9c24-71ccfd9adbc4,PSİ 200,2,20,4,
894c1acb-c2fc-4de9-bd62-fb827d2401c5,GRT 322,2,5,4,
81f3f06f-e777-4bfa-b0b8-8b91250b575b,HUK 368,2,100,11,
839cf7a8-f5b9-4d68-a5be-2d0be1564fb9,TAR 321,2,30,6,
176c9a37-264c-424b-b19f-bf4dd62e002e,MAK 101,5,30,4,
06d2c66c-c7d1-4b6a-8860-29b18067ee89,FRA 002,4,60,27,
0745340a-fff7-4456-8d8a-227873eeec4b,BİL 570,4,30,26,
90944099-2934-4769-87a2-2ab250e568f5,HUK 403,4,110,14,
9b6ba9bc-aaad-4724-acbe-7f7bd420d4fc,HUK 421,3,35,18,
1850d952-fc78-4bff-b541-86724f057bca,SUİ 105,4,80,3,
5574a9c8-3a63-49f9-a82e-e1dfd70cbe2f,JAP 003,4,50,28,
1c6084ae-4f37-4543-889d-bc19e5a2d6a2,BİL 411,4,40,17,
05092945-a959-45b9-82b4-dd2e0de8b6a3,TAR 561,3,10,10,
10192869-0708-4fdf-ad9a-e398b5b9dc23,MİM 525,2,10,24,
2e37622c-eec1-46d9-a5c9-1843dae6b16a,BİL 541,4,30,24,
58e60bd3-9001-4e7c-9dc0-81fc103974ed,BİL 012,4,5,18,
900727bf-20f6-4ef1-b4b7-f102372628cd,ELE 564,4,25,18,
68ba04f4-6276-436e-acbc-2a3320e2a4ac,BİL 441,4,60,13,
93e7b612-8125-4849-b6e2-c4658c2ac7c5,BİL 212L,4,80,10,
91d24448-b3b7-4ac4-b59d-199ffd51e6f6,ELE 297,4,135,5,
94a46d53-3078-4357-b5d5-f9069402a1a7,ELE 473,4,50,11,
09a8b41e-822d-4aa9-8108-3711916c0294,İSP 001Y,4,60,26,
9748536b-a6f8-4937-8903-29ad091cbe4f,ELE 565,4,40,15,
286413d7-7f55-40ab-a721-49118138d189,RUS 002Y,4,15,27,
a0cd410c-8fe9-4b2f-ba67-a27df7b653bd,HUK 401,3,115,17,
7a559c1e-b24b-4f2b-a537-14d98ba6feaa,HUK 569,3,10,23,
339c9c30-c109-4f4c-a816-5ccdbad64a05,ARP 003,4,30,28,
378ab7ae-9571-44f8-91c3-f0cc2213ff58,FRA 003,4,50,28,
9511bf32-d3bd-4f79-9054-8813fa9367f8,ELE 551,4,40,17,
2f301923-d66d-4b72-b6b3-18dc2d10a3c1,RUS 004,4,20,29,
2cc455d9-2630-4488-9f5f-9aaab463d8d1,ALM 004Y,4,60,29,
7d9b59bb-45de-471a-babb-1d0979fa66fe,END 213,4,125,3,
90de7229-2651-412b-92c0-291044e6bb9e,ULU 513,3,20,3,
3bd5b84c-d438-47fa-b549-2599fff18cc5,İSP 004,4,80,29,
87cd18c8-23f7-4891-ad93-48b82fb7708f,END 562,4,35,9,
9d1ef4e6-6187-43b4-8ee6-ee3c0697c425,TAR 421,1,25,8,
981ada17-2dfb-423d-8931-d820348291cc,SUİ 205,4,75,4,
99e18de3-69b1-46d1-8158-81863354ac2e,SUİ 338,4,35,8,
1694db73-5f8e-4948-8bf9-60f92b6d1a8a,FİZ 101,4,100,1,
7c0fc0e6-e998-49e5-a9a8-86d7b5249eae,İNG 003,3,800,2,
5d26f3b4-ee34-4976-8073-6133fed3d65a,BİL 245,4,185,8,
9e297f14-628c-4e68-be2f-54d785f6af1b,BİL 264,4,270,7,
33c4e07b-c2fa-4275-bee5-89ebe2e7f049,MAK 004,4,5,16,
73ada22f-e452-4027-9053-539a2e6f3bae,MAK 203,4,100,6,
96897d53-e150-4ee7-8a62-ab5d5c909638,MAK 302,4,75,9,
99bab95f-8c13-4674-bb35-d2b5b547dca0,MAK 565,4,15,19,
aac1a264-da1b-493b-8779-2f251f8acff6,MAK 002,4,5,15,
35f16763-8388-41ff-a2eb-302916b8601f,MİM 302,9,20,11,
7892a875-2641-4f2e-9e4b-1db005800c12,MİM 207,4,65,5,
8dfdf0d5-573b-4317-a3c5-9ece595c88c2,MİM 213,3,65,6,
149521bf-d931-4d2f-b840-0fc2e564a4d8,MİM 407,2,55,18,
103f0b61-e3d0-4fe4-bfa9-0bb1ddf77490,İŞL 513,3,25,15,
2b7eaeca-69d7-479b-8bee-09d5570de7ea,İŞL 415,4,65,8,
2fa14f8a-1a04-4dbf-a99f-b09c38c72d11,İŞL 441,4,20,10,
8330d3a8-0f71-466e-bd5d-33308e5738f7,İŞL 405,3,85,12,
98a9084d-891a-4f2c-89f6-2b022005d908,İŞL 233,4,95,5,
a0aff626-5a21-4b4a-a1c5-9a12880050ba,İŞL 432,3,50,13,
84c0ac94-c7f9-4ccd-822e-4610c2a518c0,İÇT 221,9,20,5,
99a96eeb-7ba4-4440-a875-e6bdc3af1291,İÇT 423,3,40,10,
a268dbff-cd03-448d-96e5-9ebdafd0a3c9,İÇT 222,9,5,3,
0aaa8bb8-7985-47ce-881a-313ca02b30bf,EÜT 203,3,10,5,
1406eaa7-dc5a-4750-89be-9283af8205c2,EÜT 342,3,20,10,
8ba252de-a669-4e3c-bf4b-2350778c4f78,EÜT 106,3,35,3,
9643bd1b-52ec-4821-8a6e-c6165d6b5383,EÜT 333,3,30,8,
0b32858a-dc0a-4a36-bfb4-890ad904c0d5,TDE 516,3,5,12,
80211554-0267-45b7-a2f0-4f854b59e5bb,TDE 373,2,20,6,
a04a9133-33ad-42c3-8958-c109f0b4ded0,TDE 463,1,20,10,
3397bd4b-a001-491a-981d-1168273be042,BMM 431,4,60,5,
78cedbdf-c639-4c7c-83cf-f6abd9f9fe60,GİT 423,2,50,11,
a2e89545-aa84-43c7-9bfb-cbe2a10b5c4e,TIP 106,16,50,3,
d7c0fc80-446d-4e16-a7bc-5c9eeb111d1c,TIP 105,4,60,4,
b2b39ac5-4a7c-42d2-a4c2-9674efa66272,GUC 506,3,20,3,
cf8169e6-a2e4-4848-903a-91a9a36b8cc4,UGİ 325,4,20,6,
73555c57-e480-491b-9011-35a9e96713f0,UGİ 292R,4,20,3,
313b56ac-c6b4-45cc-92d5-84ef0ce41509,İKT 213,4,50,4,
75baeff4-8990-4a64-b961-fc070c4dd74c,İKT 442,4,55,7,
8be4673d-962a-45bb-a06e-ed48923e1234,İKT 110,4,40,3,
8ecb04d4-6f16-4fdb-aa7f-a61459715caf,İKT 261,4,55,5,
9254c9f6-a168-4466-987c-020e31c53594,İKT 496,4,10,10,
804b141c-48ad-437a-949d-4917dfea1c12,UGİ 341,4,20,8,
8979ed19-e783-496d-a3f0-b0f622846fc5,UGİ 315,3,350,2,
8b4e7bad-b04b-4a1c-87df-e3956bd62d9d,UGİ 411,4,60,9,
a228b0a1-0fa2-4dfa-9769-f46c42e16f01,UGİ 344,4,55,5,
a3c1be83-75d5-467a-991b-59f36c489788,ELE 301,4,55,7,
a720c382-5d90-4c94-985c-a7dc9d51e8fe,MİM 521,3,10,23,
a3329e87-3a88-44b0-8262-acf2e7aff4c3,PSİ 339,2,50,7,
13708bde-f608-4d1d-b0c7-ef0ad1926dc5,UGİ 326,4,330,4,
a469a915-0433-4f2d-b62d-58a6662c2b5a,UGİ 384,4,20,7,
a648dceb-baac-4e84-a6ea-6792dbd4cc00,ALM 003,4,220,28,
